Track	Title	Authors	Acceptance_Status
Machine Translation and Multilinguality	Graph Algorithms for Multiparallel Word Alignment	Ayyoob ImaniGooghari, Masoud Jalili Sabet, Lutfi Kerem Senel, Philipp Dufter, François Yvon and Hinrich Schütze	Accept-Poster
Machine Translation and Multilinguality	Improving the Quality Trade-Off for Neural Machine Translation Multi-Domain Adaptation	Eva Hasler, Tobias Domhan, Jonay Trenous, Ke Tran, Bill Byrne and Felix Hieber	Accept-Poster
Machine Translation and Multilinguality	Is “moby dick” a Whale or a Bird? Named Entities and Terminology in Speech Translation	Marco Gaido, Susana Rodríguez, Matteo Negri, Luisa Bentivogli and Marco Turchi	Accept-Poster
Machine Translation and Multilinguality	Language Modeling, Lexical Translation, Reordering: The Training Process of NMT through the Lens of Classical SMT	Elena Voita, Rico Sennrich and Ivan Titov	Accept-Poster
Machine Translation and Multilinguality	Effective Fine-Tuning Methods for Cross-lingual Adaptation	Tao Yu and Shafiq Joty	Accept-Poster
Machine Translation and Multilinguality	Self-Supervised Quality Estimation for Machine Translation	Yuanhang Zheng, Zhixing Tan, Meng Zhang, Mieradilijiang Maimaiti, Huanbo Luan, Maosong Sun, Qun Liu and Yang Liu	Accept-Poster
Machine Translation and Multilinguality	A Massively Multilingual Analysis of Cross-linguality in Shared Embedding Space	Alexander Jones, William Yang Wang and Kyle Mahowald	Accept-Poster
Machine Translation and Multilinguality	Rethinking Data Augmentation for Low-Resource Neural Machine Translation: A Multi-Task Learning Approach	Víctor M. Sánchez-Cartagena, Miquel Esplà-Gomis, Juan Antonio Pérez-Ortiz and Felipe Sánchez-Martínez	Accept-Poster
Machine Translation and Multilinguality	Wino-X: Multilingual Winograd Schemas for Commonsense Reasoning and Coreference Resolution	Denis Emelin and Rico Sennrich	Accept-Poster
Machine Translation and Multilinguality	Frustratingly Simple but Surprisingly Strong: Using Language-Independent Features for Zero-shot Cross-lingual Semantic Parsing	Jingfeng Yang, Federico Fancellu, Bonnie Webber and Diyi Yang	Accept-Poster
Machine Translation and Multilinguality	{H}inted{BT}: {A}ugmenting {B}ack-{T}ranslation with Quality and Transliteration Hints	Sahana Ramnath, Melvin Johnson, Abhirut Gupta and Aravindan Raghuveer	Accept-Poster
Machine Translation and Multilinguality	One Source, Two Targets: {C}hallenges and Rewards of Dual Decoding	Jitao Xu and François Yvon	Accept-Poster
Machine Translation and Multilinguality	Improving Simultaneous Translation by Incorporating Pseudo-References with Fewer Reorderings	Junkun Chen, Renjie Zheng, Atsuhito Kita, Mingbo Ma and Liang Huang	Accept-Poster
Machine Translation and Multilinguality	Discrete and Soft Prompting for Multilingual Models	Mengjie Zhao and Hinrich Schütze	Accept-Poster
Machine Translation and Multilinguality	Classification-based Quality Estimation: Small and Efficient Models for Real-world Applications	Shuo Sun, Ahmed El-Kishky, Vishrav Chaudhary, James Cross, Lucia Specia and Francisco Guzmán	Accept-Poster
Machine Translation and Multilinguality	Vision Matters When It Should: Sanity Checking Multimodal Machine Translation Models	Jiaoda Li, Duygu Ataman and Rico Sennrich	Accept-Poster
Machine Translation and Multilinguality	Efficient Inference for Multilingual Neural Machine Translation	Alexandre Berard, Dain Lee, Stephane Clinchant, Kweonwoo Jung and Vassilina Nikoulina	Accept-Poster
Machine Translation and Multilinguality	Translation-based Supervision for Policy Generation in Simultaneous Neural Machine Translation	Ashkan Alinejad, Hassan S. Shavarani and Anoop Sarkar	Accept-Poster
Machine Translation and Multilinguality	Nearest Neighbour Few-Shot Learning for Cross-lingual Classification	M Saiful Bari, Batool Haider and Saab Mansour	Accept-Poster
Machine Translation and Multilinguality	A Large-Scale Study of Machine Translation in Turkic Languages	Jamshidbek Mirzakhalov, Anoop Babu, Duygu Ataman, Sherzod Kariev, Francis Tyers, Otabek Abduraufov, Mammad Hajili, Sardana Ivanova, Abror Khaytbaev, Antonio Laverghetta Jr., Bekhzodbek Moydinboyev, Esra Onal, Shaxnoza Pulatova, Ahsan Wahab, Orhan Firat and Sriram Chellappan	Accept-Poster
Machine Translation and Multilinguality	Cross-Attention is All You Need: {A}dapting Pretrained {T}ransformers for Machine Translation	Mozhdeh Gheini, Xiang Ren and Jonathan May	Accept-Poster
Machine Translation and Multilinguality	Analyzing the Surprising Variability in Word Embedding Stability Across Languages	Laura Burdick, Jonathan K. Kummerfeld and Rada Mihalcea	Accept-Poster
Machine Translation and Multilinguality	Generalised Unsupervised Domain Adaptation of Neural Machine Translation with Cross-Lingual Data Selection	Thuy-Trang Vu, Xuanli He, Dinh Phung and Gholamreza Haffari	Accept-Poster
Machine Translation and Multilinguality	Rule-based Morphological Inflection Improves Neural Terminology Translation	Weijia Xu and Marine Carpuat	Accept-Poster
Machine Translation and Multilinguality	Role of {L}anguage {R}elatedness in {M}ultilingual {F}ine­-tuning of {L}anguage {M}odels: {A} {C}ase {S}tudy in {I}ndo-­{A}ryan {L}anguages	Tejas Dhamecha, Rudra Murthy, Samarth Bharadwaj, Karthik Sankaranarayanan and Pushpak Bhattacharyya	Accept-Poster
Machine Translation and Multilinguality	Comparing Feature-Engineering and Feature-Learning Approaches for Multilingual Translationese Classification	Daria Pylypenko, Kwabena Amponsah-Kaakyire, Koel Dutta Chowdhury, Josef van Genabith and Cristina España-Bonet	Accept-Poster
Machine Translation and Multilinguality	Multi-Sentence Resampling: A Simple Approach to Alleviate Dataset Length Bias and Beam-Search Degradation	Ivan Provilkov and Andrey Malinin	Accept-Poster
Machine Translation and Multilinguality	Cross Attention Augmented Transducer Networks for Simultaneous Translation	Dan Liu, Mengge Du, Xiaoxi Li, Ya Li and Enhong Chen	Accept-Oral
Multidisciplinary and Area Chair COI	Revisiting the Uniform Information Density Hypothesis	Clara Meister, Tiago Pimentel, Patrick Haller, Lena Jäger, Ryan Cotterell and Roger Levy	Accept-Oral
Multidisciplinary and Area Chair COI	Segmenting Natural Language Sentences via Lexical Unit Analysis	Yangming Li, Lemao Liu and Shuming Shi	Accept-Findings
Multidisciplinary and Area Chair COI	Calibrate your listeners! Robust communication-based training for pragmatic speakers	Rose Wang, Julia White, Jesse Mu and Noah Goodman	Accept-Findings
Multidisciplinary and Area Chair COI	Learning and Evaluating a Differentially Private Pre-trained Language Model	Shlomo Hoory, Amir Feder, Avichai Tendler, Sofia Erell, Alon Peled-Cohen, Itay Laish, Hootan Nakhost, Uri Stemmer, Ayelet Benjamini, Avinatan Hassidim and Yossi Matias	Accept-Findings
Multidisciplinary and Area Chair COI	CVAE-based Re-anchoring for Implicit Discourse Relation Classification	Zujun Dou, Yu Hong, Yu Sun and Guodong Zhou	Accept-Findings
Multidisciplinary and Area Chair COI	APGN: Adversarial and Parameter Generation Networks for Multi-Source Cross-Domain Dependency Parsing	Ying Li, Meishan Zhang, Zhenghua Li, Min Zhang, Zhefeng Wang, Baoxing Huai and Nicholas Jing Yuan	Accept-Findings
Multidisciplinary and Area Chair COI	fBERT: A Neural Transformer for Identifying Offensive Content	Diptanu Sarkar, Marcos Zampieri, Tharindu Ranasinghe and Alexander Ororbia	Accept-Findings
Multidisciplinary and Area Chair COI	Unpacking the Interdependent Systems of Discrimination: Ableist Bias in NLP Systems through an Intersectional Lens	Saad Hassan, Matt Huenerfauth and Cecilia Ovesdotter Alm	Accept-Findings
Multidisciplinary and Area Chair COI	AStitchInLanguageModels: Dataset and Methods for the Exploration of Idiomaticity in Pre-Trained Language Models	Harish Tayyar Madabushi, Edward Gow-Smith, Carolina Scarton and Aline Villavicencio	Accept-Findings
Multidisciplinary and Area Chair COI	A Computational Exploration of Pejorative Language in Social Media	Liviu P. Dinu, Ioan-Bogdan Iordache, Ana Sabina Uban and Marcos Zampieri	Accept-Findings
Multidisciplinary and Area Chair COI	Do UD Trees Match Mention Spans in Coreference Annotations?	Martin Popel, Zdeněk Žabokrtský, Anna Nedoluzhko, Michal Novák and Daniel Zeman	Accept-Findings
Multidisciplinary and Area Chair COI	'Just What do You Think You're Doing, Dave?' A Checklist for Responsible Data Use in NLP	Anna Rogers, Timothy Baldwin and Kobi Leins	Accept-Findings
Multidisciplinary and Area Chair COI	Reducing Discontinuous to Continuous Parsing with Pointer Network Reordering	Daniel Fernández-González and Carlos Gómez-Rodríguez	Accept-Oral
Multidisciplinary and Area Chair COI	Finetuning Pretrained Transformers into RNNs	Jungo Kasai, Hao Peng, Yizhe Zhang, Dani Yogatama, Gabriel Ilharco, Nikolaos Pappas, Yi Mao, Weizhu Chen and Noah A. Smith	Accept-Oral
Multidisciplinary and Area Chair COI	Value-aware Approximate Attention	Ankit Gupta and Jonathan Berant	Accept-Oral
Multidisciplinary and Area Chair COI	A Root of a Problem: Optimizing Single-Root Dependency Parsing	Miloš Stanojević and Shay B. Cohen	Accept-Oral
Multidisciplinary and Area Chair COI	Frequency Effects on Syntactic Rule Learning in Transformers	Jason Wei, Dan Garrette, Tal Linzen and Ellie Pavlick	Accept-Oral
Multidisciplinary and Area Chair COI	A surprisal--duration trade-off across and within the world's languages	Tiago Pimentel, Clara Meister, Elizabeth Salesky, Simone Teufel, Damián Blasi and Ryan Cotterell	Accept-Oral
Multidisciplinary and Area Chair COI	Joint Passage Ranking for Diverse Multi-Answer Retrieval	Sewon Min, Kenton Lee, Ming-Wei Chang, Kristina Toutanova and Hannaneh Hajishirzi	Accept-Poster
Multidisciplinary and Area Chair COI	Timeline Summarization based on Event Graph Compression via Time-Aware Optimal Transport	Manling Li, Tengfei Ma, Mo Yu, Lingfei Wu, Tian Gao, Heng Ji and Kathleen McKeown	Accept-Poster
Multidisciplinary and Area Chair COI	A Fine-Grained Domain Adaption Model for Joint Word Segmentation and POS Tagging	Peijie Jiang, Dingkun Long, Yueheng Sun, Meishan Zhang, Guangwei Xu and Pengjun Xie	Accept-Poster
Multidisciplinary and Area Chair COI	On Homophony and Rényi Entropy	Tiago Pimentel, Clara Meister, Simone Teufel and Ryan Cotterell	Accept-Poster
Multidisciplinary and Area Chair COI	Not Just Classification: Recognizing Implicit Discourse Relation on Joint Modeling of Classification and Generation	Feng Jiang, 亚鑫 范, Xiaomin Chu, Peifeng Li and Qiaoming Zhu	Accept-Poster
Multidisciplinary and Area Chair COI	Bridge to Target Domain by Prototypical Contrastive Learning and Label Confusion: Re-explore Zero-Shot Learning for Slot Filling	Liwen Wang, Xuefeng Li, Jiachi Liu, Keqing He, Yuanmeng Yan and Weiran Xu	Accept-Poster
Multidisciplinary and Area Chair COI	{N}eu{T}ral {R}ewriter: {A} Rule-Based and Neural Approach to Automatic Rewriting into Gender Neutral Alternatives	Eva Vanmassenhove, Chris Emmery and Dimitar Shterionov	Accept-Poster
Multidisciplinary and Area Chair COI	Just Say No: Analyzing the Stance of Neural Dialogue Generation in Offensive Contexts	Ashutosh Baheti, Maarten Sap, Alan Ritter and Mark Riedl	Accept-Poster
Multidisciplinary and Area Chair COI	Synthetic Textual Features for the Large-Scale Detection of Basic-level Categories in English and Mandarin	Yiwen Chen and Simone Teufel	Accept-Poster
Multidisciplinary and Area Chair COI	Surface Form Competition: Why the Highest Probability Answer Isn’t Always Right	Ari Holtzman, Peter West, Vered Shwartz, Yejin Choi and Luke Zettlemoyer	Accept-Poster
Multidisciplinary and Area Chair COI	StreamHover: Livestream Transcript Summarization and Annotation	Sangwoo Cho, Franck Dernoncourt, Timothy Ganter, Trung Bui, Nedim Lipka, Walter Chang, Hailin Jin, Jonathan Brandt, Hassan Foroosh and Fei Liu	Accept-Poster
Multidisciplinary and Area Chair COI	Linguistic Dependencies and Statistical Dependence	Jacob Hoover, Wenyu Du, Alessandro Sordoni and Timothy J. O'Donnell	Accept-Poster
Multidisciplinary and Area Chair COI	Gradient-Based Adversarial Factual Consistency Evaluation for Abstractive Summarization	Zhiyuan Zeng, Jiaze Chen, Weiran Xu and Lei Li	Accept-Poster
Multidisciplinary and Area Chair COI	Chinese WPLC: A Chinese Dataset for Evaluating Pretrained Language Models on Word Prediction Given Long-Range Context	Huibin Ge, Chenxi Sun, Deyi Xiong and Qun Liu	Accept-Poster
Multidisciplinary and Area Chair COI	Retrieve, Discriminate and Rewrite: A Simple and Effective Framework for Obtaining Affective Response in Retrieval-Based Chatbots	Xin Lu, Yijian Tian, Yanyan Zhao and Bing Qin	Accept-Findings
Multidisciplinary and Area Chair COI	Challenges in Detoxifying Language Models	Johannes Welbl, Amelia Glaese, Jonathan Uesato, Sumanth Dathathri, John Mellor, Lisa Anne Hendricks, Kirsty Anderson, Pushmeet Kohli, Ben Coppin and Po-Sen Huang	Accept-Findings
Multidisciplinary and Area Chair COI	Detecting Community Sensitive Norm Violations in Online Conversations	Chan Young Park, Julia Mendelsohn, Karthik Radhakrishnan, Kinjal Jain, Tushar Kanakagiri, David Jurgens and Yulia Tsvetkov	Accept-Findings
Multidisciplinary and Area Chair COI	GooAQ: Open Question Answering with Diverse Answer Types	Daniel Khashabi, Amos Ng, Tushar Khot, Ashish Sabharwal, Hannaneh Hajishirzi and Chris Callison-Burch	Accept-Findings
Multidisciplinary and Area Chair COI	Devil's Advocate: Novel Boosting Ensemble Method from Psychological Findings for Text Classification	Hwiyeol Jo, Jaeseo Lim and Byoung-Tak Zhang	Accept-Findings
Multidisciplinary and Area Chair COI	Are Gender-Neutral Queries Really Gender-Neutral? Mitigating Gender Bias in Image Search	Jialu Wang, Yang Liu and Xin Wang	Accept-Oral
NLP Applications	Neural News Recommendation with Collaborative News Encoding and Structural User Encoding	Zhiming Mao, Xingshan Zeng and Kam-Fai Wong	Accept-Findings
NLP Applications	Generating Mammography Reports from Multi-view Mammograms with BERT	Alexander Yalunin, Elena Sokolova, Ilya Burenko, Alexander Ponomarchuk, Olga Puchkova and Dmitriy Umerenkov	Accept-Findings
NLP Applications	Euphemistic Phrase Detection by Masked Language Model	Wanzheng Zhu and Suma Bhat	Accept-Findings
NLP Applications	An Alignment-Agnostic Model for Chinese Text Error Correction	Liying Zheng, Yue Deng, Weishun Song, Liang Xu and Jing Xiao	Accept-Findings
NLP Applications	Structured abbreviation expansion in context	Kyle Gorman, Christo Kirov, Brian Roark and Richard Sproat	Accept-Findings
NLP Applications	EventKE: Event-Enhanced Knowledge Graph Embedding	Zixuan Zhang, Hongwei Wang, Han Zhao, Hanghang Tong and Heng Ji	Accept-Findings
NLP Applications	Uni-FedRec: A Unified Privacy-Preserving News Recommendation Framework for Model Training and Online Serving	Tao Qi, Fangzhao Wu, Chuhan Wu, Yongfeng Huang and Xing Xie	Accept-Findings
NLP Applications	An Edge-Enhanced Hierarchical Graph-to-Tree Network for Math Word Problem Solving	Qinzhuo Wu, Qi Zhang and Zhongyu Wei	Accept-Findings
NLP Applications	Don't Miss the Potential Customers! Retrieving Similar Ads to Improve User Targeting	Yi Feng, Ting Wang, Chuanyi Li, Vincent Ng, Jidong Ge, Bin Luo, Yucheng Hu and Xiaopeng Zhang	Accept-Findings
NLP Applications	A Conditional Generative Matching Model for Multi-lingual Reply Suggestion	Budhaditya Deb, Guoqing Zheng, Milad Shokouhi and Ahmed Hassan Awadallah	Accept-Findings
NLP Applications	ProtoInfoMax: Prototypical Networks with Mutual Information Maximization for Out-of-Domain Detection	Iftitahu Nimah, Meng Fang, Vlado Menkovski and Mykola Pechenizkiy	Accept-Findings
NLP Applications	Sent2Span: Span Detection for PICO Extraction in the Biomedical Text without Span Annotations	Shifeng Liu, Yifang Sun, Bing Li, Wei Wang, Florence Bourgeois and Adam Dunn	Accept-Findings
NLP Applications	Natural SQL: Making SQL Easier to Infer from Natural Language Specifications	Yujian Gan, Xinyun Chen, Jinxia Xie, Matthew Purver, John R. Woodward, John Drake and Qiaofu Zhang	Accept-Findings
NLP Applications	Generate & Rank: A Multi-task Framework for Math Word Problems	Jianhao Shen, Yichun Yin, Lin Li, Lifeng Shang, Xin Jiang, Ming Zhang and Qun Liu	Accept-Findings
NLP Applications	Temporal Adaptation of BERT and Performance on Downstream Document Classification: Insights from Social Media	Paul Röttger and Janet Pierrehumbert	Accept-Findings
NLP Applications	Skim-Attention: Learning to Focus via Document Layout	Laura Nguyen, Thomas Scialom, Jacopo Staiano and Benjamin Piwowarski	Accept-Findings
NLP Applications	Attention-based Contrastive Learning for Winograd Schemas	Tassilo Klein and Moin Nabi	Accept-Findings
NLP Applications	Beyond Grammatical Error Correction: Improving L1-influenced research writing in English using pre-trained encoder-decoder models	Gustavo Zomer and Ana Frankenberg-Garcia	Accept-Findings
NLP Applications	Classification and Geotemporal Analysis of Quality-of-Life Issues in Tenant Reviews	Adam Haber and Zeev Waks	Accept-Findings
NLP Applications	Cross-Lingual Leveled Reading Based on Language-Invariant Features	Simin Rao, Hua Zheng and Sujian Li	Accept-Findings
NLP Applications	Modeling Mathematical Notation Semantics in Academic Papers	Hwiyeol Jo, Dongyeop Kang, Andrew Head and Marti A. Hearst	Accept-Findings
NLP Applications	SciCap: Generating Captions for Scientific Figures	Ting-Yao Hsu, C Lee Giles and Ting-Hao Huang	Accept-Findings
NLP Applications	NewsBERT: Distilling Pre-trained Language Model for Intelligent News Application	Chuhan Wu, Fangzhao Wu, Yang Yu, Tao Qi, Yongfeng Huang and Qi Liu	Accept-Findings
NLP Applications	Transformer over Pre-trained Transformer for Neural Text Segmentation with Enhanced Topic Coherence	Kelvin lo, Yuan Jin, Weicong Tan, Ming Liu, Lan du and Wray Buntine	Accept-Findings
NLP Applications	Exploring a Unified {S}equence-{T}o-{S}equence {T}ransformer for Medical Product Safety Monitoring in Social Media	Shivam Raval, Hooman Sedghamiz, Enrico Santus, Tuka Alhanai, Mohammad Ghassemi and Emmanuele Chersoni	Accept-Findings
NLP Applications	RelDiff: Enriching Knowledge Graph Relation Representations for Sensitivity Classification	Hitarth Narvala, Graham McDonald and Iadh Ounis	Accept-Findings
NLP Applications	Distilling Knowledge for Empathy Detection	Mahshid Hosseini and Cornelia Caragea	Accept-Findings
NLP Applications	Parameter-Efficient Domain Knowledge Integration from Multiple Sources for Biomedical Pre-trained Language Models	Qiuhao Lu, Dejing Dou and Thien Huu Nguyen	Accept-Findings
NLP Applications	From None to Severe: {P}redicting Severity in Movie Scripts	Yigeng Zhang, Mahsa Shafaei, Fabio Gonzalez and Thamar Solorio	Accept-Findings
NLP Applications	Table-based Fact Verification With Salience-aware Learning	Fei Wang, Kexuan Sun, Jay Pujara, Pedro Szekely and Muhao Chen	Accept-Findings
NLP Applications	Multi-task Learning to Enable Location Mention Identification in the Early Hours of a Crisis Event	Sarthak Khanal and Doina Caragea	Accept-Findings
NLP Applications	How May I Help You? Using Neural Text Simplification to Improve Downstream NLP Tasks	Hoang Van, Zheng Tang and Mihai Surdeanu	Accept-Findings
NLP Applications	Want To Reduce Labeling Cost? GPT-3 Can Help	Shuohang Wang, Yang Liu, Yichong Xu, Chenguang Zhu and Michael Zeng	Accept-Findings
NLP Applications	Written Justifications are Key to Aggregate Crowdsourced Forecasts	Saketh Kotamraju and Eduardo Blanco	Accept-Findings
NLP Applications	Cleaning Dirty Books: Post-OCR Processing for Previously Scanned Texts	Allen Kim, Charuta Pethe, Naoya Inoue and Steve Skiena	Accept-Findings
NLP Applications	Micromodels for Efficient, Explainable, and Reusable Systems: A Case Study on Mental Health	Andrew Lee, Jonathan K. Kummerfeld, Larry An and Rada Mihalcea	Accept-Findings
NLP Applications	Discovering Explanatory Sentences in Legal Case Decisions Using Pre-trained Language Models	Jaromir Savelka and Kevin Ashley	Accept-Findings
NLP Applications	Switch Point biased Self-Training: Re-purposing Pretrained Models for Code-Switching	Parul Chopra, Sai Krishna Rallabandi, Alan W Black and Khyathi Raghavi Chandu	Accept-Findings
NLP Applications	Improving Text Auto-Completion with Next Phrase Prediction	Dong-Ho Lee, Zhiqiang Hu and Roy Ka-Wei Lee	Accept-Findings
NLP Applications	HAConvGNN: Hierarchical Attention Based Convolutional Graph Neural Network for Code Documentation Generation in Jupyter Notebooks	Xuye Liu, Dakuo Wang, April Wang, Yufang Hou and Lingfei Wu	Accept-Findings
NLP Applications	Cross-Domain Data Integration for Named Entity Disambiguation in Biomedical Text	Maya Varma, Laurel Orr, Sen Wu, Megan Leszczynski, Xiao Ling and Christopher Ré	Accept-Findings
NLP Applications	Comprehensive Punctuation Restoration for English and Polish	Michał Pogoda and Tomasz Walkowiak	Accept-Findings
NLP Applications	A Multi-label Multi-hop Relation Detection Model based on Relation-aware Sequence Generation	Linhai Zhang, Deyu Zhou, Chao Lin and Yulan He	Accept-Findings
NLP Applications	Incorporating Circumstances into Narrative Event Prediction	Shichao Wang, Xiangrui Cai, HongBin Wang and Xiaojie Yuan	Accept-Findings
NLP Applications	MultiFix: Learning to Repair Multiple Errors by Optimal Alignment Learning	Hyeon-Tae Seo, Yo-Sub Han and Sang-Ki Ko	Accept-Findings
NLP Applications	Grammatical Error Correction with Contrastive Learning in Low Error Density Domains	Hannan Cao, Wenmian Yang and Hwee Tou Ng	Accept-Findings
NLP Applications	A Role-Selected Sharing Network for Joint Machine-Human Chatting Handoff and Service Satisfaction Analysis	Jiawei Liu, Kaisong Song, Yangyang Kang, Guoxiu He, Zhuoren Jiang, Changlong Sun, Wei Lu and Xiaozhong Liu	Accept-Oral
NLP Applications	Memory and Knowledge Augmented Language Models for Inferring Salience in Long-Form Stories	David Wilmot and Frank Keller	Accept-Oral
NLP Applications	Meta Distant Transfer Learning for Pre-trained Language Models	Chengyu Wang, Haojie Pan, Minghui Qiu, Jun Huang, Fei Yang and Yin Zhang	Accept-Oral
NLP Applications	Voice Query Auto Completion	Raphael Tang, Karun Kumar, Kendra Chalkley, Ji Xin, Liming Zhang, Wenyan Li, Gefei Yang, Yajie Mao, Junho Shin, Geoffrey Craig Murray and Jimmy Lin	Accept-Oral
NLP Applications	Wasserstein Selective Transfer Learning for Cross-domain Text Mining	Lingyun Feng, Minghui Qiu, Yaliang Li, Haitao Zheng and Ying Shen	Accept-Oral
NLP Applications	Jointly Learning to Repair Code and Generate Commit Message	Jiaqi Bai, Long Zhou, Ambrosio Blanco, Shujie Liu, Furu Wei, Ming Zhou and Zhoujun Li	Accept-Oral
NLP Applications	Semantic Novelty Detection in Natural Language Descriptions	Nianzu Ma, Alexander Politowicz, Sahisnu Mazumder, Jiahua Chen, Bing Liu, Eric Robertson and Scott Grigsby	Accept-Oral
NLP Applications	CoPHE: A Count-Preserving Hierarchical Evaluation Metric in Large-Scale Multi-Label Text Classification	Matúš Falis, Hang Dong, Alexandra Birch and Beatrice Alex	Accept-Oral
NLP Applications	Jump-Starting Item Parameters for Adaptive Language Tests	Arya D. McCarthy, Kevin P. Yancey, Geoff LaFlair, Jesse Egbert, Manqian Liao and Burr Settles	Accept-Oral
NLP Applications	Learning Universal Authorship Representations	Rafael Rivera-Soto, Olivia Miano, Juanita Ordonez, Barry Chen, Aleem Khan, Marcus Bishop and Nicholas Andrews	Accept-Oral
NLP Applications	Exploring Methods for Generating Feedback Comments for Writing Learning	Kazuaki Hanawa, Ryo Nagata and Kentaro Inui	Accept-Oral
NLP Applications	Cross-Policy Compliance Detection via Question Answering	Marzieh Saeidi, Majid Yazdani and Andreas Vlachos	Accept-Poster
NLP Applications	Meta-LMTC: Meta-Learning for Large-Scale Multi-Label Text Classification	Ran Wang, Xi'ao Su, Siyu Long, Xinyu Dai, Shujian Huang and Jiajun Chen	Accept-Poster
NLP Applications	STANKER: Stacking Network based on Level-grained Attention-masked BERT for Rumor Detection on Social Media	Dongning Rao, Xin Miao, Zhihua Jiang and Ran Li	Accept-Poster
NLP Applications	Good-Enough Example Extrapolation	Jason Wei	Accept-Poster
NLP Applications	Learning to Selectively Learn for Weakly-supervised Paraphrase Generation	Kaize Ding, Dingcheng Li, Alexander Hanbo Li, Xing Fan, Chenlei Guo, Yang Liu and Huan Liu	Accept-Poster
NLP Applications	ActiveEA: Active Learning for Neural Entity Alignment	Bing Liu, Harrisen Scells, Guido Zuccon, Wen Hua and Genghong Zhao	Accept-Poster
NLP Applications	Cost-effective End-to-end Information Extraction for Semi-structured Document Images	Wonseok Hwang, Hyunji Lee, Jinyeong Yim, Geewook Kim and Minjoon Seo	Accept-Poster
NLP Applications	Unsupervised Multi-View Post-OCR Error Correction With Language Models	Harsh Gupta, Luciano Del Corro, Samuel Broscheit, Johannes Hoffart and Eliot Brenner	Accept-Poster
NLP Applications	Students Who Study Together Learn Better: On the Importance of Collective Knowledge Distillation for Domain Transfer in Fact Verification	Mithun Paul, Sandeep Suntwal and Mihai Surdeanu	Accept-Poster
NLP Applications	Improving Math Word Problems with Pre-trained Knowledge and Hierarchical Reasoning	Weijiang Yu, Yingpeng Wen, Fudan Zheng and Nong Xiao	Accept-Poster
NLP Applications	GraphMR: Graph Neural Network for Mathematical Reasoning	Weijie Feng, Binbin Liu, Dongpeng Xu, Qilong Zheng and Yun Xu	Accept-Poster
NLP Applications	What Changes Can Large-scale Language Models Bring? Intensive Study on HyperCLOVA: Billions-scale Korean Generative Pretrained Transformers	Boseop Kim, Hyoungseok Kim, Sang-Woo Lee, Gichang Lee, Donghyun Kwak, Jeon Dong Hyeon, Sunghyun Park, Sungju Kim, Seonhoon Kim, Dongpil Seo, Heungsub Lee, Minyoung Jeong, Sungjae Lee, Minsub Kim, Suk Hyun Ko, Seokhun Kim, Taeyong Park, Jinuk Kim, Soyoung Kang, Na-Hyeon Ryu, Kang Min Yoo, Minsuk Chang, Soobin Suh, Sookyo In, Jinseong Park, Kyungduk Kim, Hiun Kim, Jisu Jeong, Yong Goo Yeo, Donghoon Ham, Dongju Park, Min Young Lee, Jaewook Kang, Inho Kang, Jung-Woo Ha, Woomyoung Park and Nako Sung	Accept-Poster
NLP Applications	Parallel Refinements for Lexically Constrained Text Generation with BART	Xingwei He	Accept-Poster
NLP Applications	APIRecX: Cross-Library API Recommendation via Pre-Trained Language Model	Yuning Kang, Zan Wang, Hongyu Zhang, Junjie Chen and Hanmo You	Accept-Poster
NLP Applications	Mixture-of-Partitions: Infusing Large Biomedical Knowledge Graphs into BERT	Zaiqiao Meng, Fangyu Liu, Thomas Clark, Ehsan Shareghi and Nigel Collier	Accept-Poster
NLP Applications	BERT-Beta: A Proactive Probabilistic Approach to Text Moderation	Fei Tan, Yifan Hu, Kevin Yen and Changwei Hu	Accept-Poster
NLP Applications	Effective Convolutional Attention Network for Multi-label Clinical Document Classification	Yang Liu, Hua Cheng, Russell Klopfer, Matthew R. Gormley and Thomas Schaaf	Accept-Poster
NLP Applications	MultiEURLEX - A multi-lingual and multi-label legal document classification dataset for zero-shot cross-lingual transfer	Ilias Chalkidis, Manos Fergadiotis and Ion Androutsopoulos	Accept-Poster
NLP Applications	GMH: A General Multi-hop Reasoning Model for KG Completion	Yao Zhang, Hongru Liang, Adam Jatowt, Wenqiang Lei, Xin Wei, Ning Jiang and Zhenglu Yang	Accept-Poster
NLP Applications	STaCK: Sentence Ordering with Temporal Commonsense Knowledge	Deepanway Ghosal, Navonil Majumder, Rada Mihalcea and Soujanya Poria	Accept-Poster
NLP Applications	Graphine: A Dataset for Graph-aware Terminology Definition Generation	Zequn Liu, Shukai Wang, Yiyang Gu, Ruiyi Zhang, Ming Zhang and Sheng Wang	Accept-Poster
NLP Applications	Filling the Gaps in Ancient Akkadian Texts: A Masked Language Modelling Approach	Koren Lazar, Benny Saret, Asaf Yehudai, Wayne Horowitz, Nathan Wasserman and Gabriel Stanovsky	Accept-Poster
NLP Applications	CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation	Yue Wang, Weishi Wang, Shafiq Joty and Steven C.H. Hoi	Accept-Poster
NLP Applications	Leveraging Order-Free Tag Relations for Context-Aware Recommendation	Junmo Kang, Jeonghwan Kim, Suwon Shin and Sung-Hyon Myaeng	Accept-Poster
