,id,title,area,interpretability,doi,source
2443,207,Keyphrase Generation with Correlation Constraints,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1439,EMNLP2018
2444,1362,Semi-Supervised Learning for Neural Keyphrase Generation,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1447,EMNLP2018
2445,245,Zero-shot User Intent Detection via Capsule Neural Networks,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1348,EMNLP2018
2446,265,Hierarchical Neural Networks for Sequential Sentence Classification in Medical Scientific Abstracts,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1349,EMNLP2018
2447,291,Investigating Capsule Networks with Dynamic Routing for Text Classification,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1350,EMNLP2018
2448,330,Topic Memory Networks for Short Text Classification,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1351,EMNLP2018
2449,342,Few-Shot and Zero-Shot Multi-Label Learning for Structured Label Spaces,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1352,EMNLP2018
2450,190,Improved Semantic-Aware Network Embedding with Fine-Grained Word Alignment,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1209,EMNLP2018
2451,1186,Deep Relevance Ranking using Enhanced Document-Query Interactions,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1211,EMNLP2018
2452,1586,Learning Neural Embeddings for CLIR with Adversarial Framework,Area B (Text Mining and Information Retrieval) [LONG],,,EMNLP2018
2453,1659,AD3: Attentive Deep Document Dater,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1213,EMNLP2018
2454,1268,Deep Attentive Sentence Ordering Network,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1465,EMNLP2018
2455,1324,Adapting the Neural Encoder-Decoder Framework from Single to Multi-Document Summarization,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1446,EMNLP2018
2456,1691,Co-Stack Residual Affinity Networks with Multi-level Attention Refinement for Matching Text Sequences,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1479,EMNLP2018
2457,744,Multi-Task Label Embedding for Text Classification,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1484,EMNLP2018
2458,2264,Deep Exhaustive Model for Nested Named Entity Recognition,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1309,EMNLP2018
2459,1270,A strong baseline for question relevancy ranking,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1515,EMNLP2018
2460,794,Improving Author Attribute Prediction by Retrofitting Linguistic Representations with Homophily,Area B (Text Mining and Information Retrieval) [LONG],,,EMNLP2018
2461,747,Self-Governing Neural Networks for On-Device Short Text Classification,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1092,EMNLP2018
2462,2236,Supervised Domain Enablement Attention for Personalized Domain Classification,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1106,EMNLP2018
2463,1039,A Deep Neural Network Sentence Level Classification Method with Context Information,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1107,EMNLP2018
2464,16,Identifying Well-formed Natural Language Questions,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1091,EMNLP2018
2465,1726,Supervised and Unsupervised Methods for Robust Separation of Section Titles and Prose Text in Web Documents,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1099,EMNLP2018
2466,1549,Topic Intrusion for Automatic Topic Model Evaluation,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1098,EMNLP2018
2467,1095,A Hierarchical Neural Attention-based Text Classifier,Area B (Text Mining and Information Retrieval) [LONG],,10.18653/v1/D18-1094,EMNLP2018
2468,701,WECA：A WordNet-Encoded Collocation-Attention Network for Homographic Pun Recognition,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2469,622,Part-of-Speech Tagging for Twitter by Different Expression Styles,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2470,1554,Causal Explanation Analysis on Social Media,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1372,EMNLP2018
2471,113,LRMM: Learning to Recommend with Missing Modality,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2472,624,A Genre-Aware Attention Model to Improve Likability Prediction of Books,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2473,461,Modeling Inter-Aspect Relation in Aspect-Based Sentiment Analysis,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2474,692,Limbic: Author-Based Sentiment Aspect Modeling Regularized with Word Embeddings and Discourse Relations,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1378,EMNLP2018
2475,1068,Multi-grained Attention Network for Aspect-Level Sentiment Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1380,EMNLP2018
2476,1651,Attentive Gated Lexicon Reader with Contrastive Contextual Co-Attention for Sentiment Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1381,EMNLP2018
2477,1848,Adaptive Semi-supervised Learning for Cross-domain Sentiment Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1383,EMNLP2018
2478,2071,ExtRA: Extracting Prominent Review Aspects from Customer Feedback,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1384,EMNLP2018
2479,647,Cross-Lingual Cross-Platform Rumor Verification Pivoting on Multimedia Content,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1385,EMNLP2018
2480,960,Extractive Adversarial Networks: High-Recall Explanations for Identifying Personal Attacks in Social Media Posts,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1386,EMNLP2018
2481,1340,Automatic Detection of Vague Words and Sentences in Privacy Policies,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1387,EMNLP2018
2482,1477,Multi-view Models for Political Ideology Detection of News Articles,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1388,EMNLP2018
2483,1694,Predicting Factuality of Reporting and Bias of News Media Sources,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1389,EMNLP2018
2484,1911,Legal Judgment Prediction via Topological Learning,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1390,EMNLP2018
2485,2016,Hierarchical CVAE for Fine-Grained Hate Speech Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1391,EMNLP2018
2486,2107,Residualized Factor Adaptation for Community Social Media Prediction Tasks,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1392,EMNLP2018
2487,2198,Framing and Agenda-Setting in Russian News: a Computational Analysis of Intricate Political Strategies,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1393,EMNLP2018
2488,479,Identifying the narrative styles of YouTube’s vloggers,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2489,136,Sentiment Classification towards Question-Answering with Hierarchical Matching Network,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1401,EMNLP2018
2490,212,Cross-topic Argument Mining from Heterogeneous Sources,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1402,EMNLP2018
2491,335,Summarizing Opinions: Aspect Extraction Meets Sentiment Prediction and They Are Both Weakly Supervised,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1403,EMNLP2018
2492,1305,CARER: Contextualized Affect Representations for Emotion Recognition,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1404,EMNLP2018
2493,1413-TACL,Adversarial Deep Averaging Networks for Cross-Lingual Sentiment Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.1162/tacl_a_00039,EMNLP2018
2494,523,Privacy-preserving Neural Representations of Text,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1001,EMNLP2018
2495,888,Adversarial Removal of Demographic Attributes from Text Data,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1002,EMNLP2018
2496,909,DeClarE: Debunking Fake News and False Claims using Evidence-Aware Deep Learning,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1003,EMNLP2018
2497,1879,Its going to be okay: Measuring Access to Support in Online Communities,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2498,1903,Detecting Gang-Involved Escalation on Social Media Using Context,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1005,EMNLP2018
2499,63,"Making ""fetch"" happen: The influence of social and linguistic context on nonstandard word growth and decline","Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2500,2160,Why Swear? Analyzing and Inferring the Intentions of Vulgar Expressions,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1471,EMNLP2018
2501,1340,Automatic Detection of Vague Words and Sentences in Privacy Policies,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1387,EMNLP2018
2502,2016,Hierarchical CVAE for Fine-Grained Hate Speech Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1391,EMNLP2018
2503,113,LRMM: Learning to Recommend with Missing Modality,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2504,1664,Joint Learning for Targeted Sentiment Analysis,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1504,EMNLP2018
2505,2092,Revisiting the Importance of Encoding Logic Rules in Sentiment Classification,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1505,EMNLP2018
2506,1622,A Co-attention Neural Network Model for Emotion Cause Analysis with Emotional Context Awareness,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1506,EMNLP2018
2507,1217,Modeling Empathy and Distress in Reaction to News Stories,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1507,EMNLP2018
2508,1497,Interpretable Emoji Prediction via Multi-Attention LSTMs,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,,EMNLP2018
2509,977,Joint Learning for Emotion Classification and Emotion Cause Detection,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1066,EMNLP2018
2510,2240,Exploring Optimism and Pessimism in Twitter Using Deep Learning,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1067,EMNLP2018
2511,468,Hybrid Neural Attention for Agreement/Disagreement Inference in Online Debates,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1069,EMNLP2018
2512,1733,The glass ceiling in NLP,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1301,EMNLP2018
2513,539,Learning multiview embeddings for assessing dementia,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1304,EMNLP2018
2514,66,SafeCity: Understanding Diverse Forms of Sexual Harassment Personal Stories,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1303,EMNLP2018
2515,604,Reducing Gender Bias in Abusive Language Detection,"Area C (Social Media, Computational Social Science, Sentiment,  Opinion) [LONG]",,10.18653/v1/D18-1302,EMNLP2018
2516,1199-TACL,In-Order Transition-based Constituent Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.1162/tacl_a_00070,EMNLP2018
2517,1425-TACL,Surface Statistics of an Unknown Language Indicate How to Parse It,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.1162/tacl_a_00248,EMNLP2018
2518,1446-TACL,Universal Word Segmentation: Implementation and Interpretation,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.1162/tacl_a_00033,EMNLP2018
2519,709,Direct Output Connection for a High-Rank Language Model,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1489,EMNLP2018
2520,928,A Hybrid Approach to Automatic Corpus Generation for Chinese Spelling Check,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1273,EMNLP2018
2521,2076,Neural Quality Estimation of Grammatical Error Correction,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1274,EMNLP2018
2522,82,Neural Transductive Learning and Beyond: Morphological Generation in the Minimal-Resource Setting,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1363,EMNLP2018
2523,1080,Free as in Free Word Order: An Energy Based Model for Word Segmentation and Morphological Tagging in Sanskrit,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1276,EMNLP2018
2524,1237,What do character-level models learn about morphology? The case of dependency parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1278,EMNLP2018
2525,2208,Learning Better Internal Structure of Words for Sequence Labeling,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1279,EMNLP2018
2526,225,Deconvolutional time series regression: A technique for modeling temporally diffuse effects,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1288,EMNLP2018
2527,525,Is this Sentence Difficult? Do you Agree?,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1289,EMNLP2018
2528,102,Neural Transition Based Parsing of Web Queries: An Entity Based Approach,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1290,EMNLP2018
2529,473,"An Investigation of the Interactions Between Pre-Trained Word Embeddings, Character Models and POS Tags in Dependency Parsing","Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1291,EMNLP2018
2530,1611,Depth-bounding is effective: Improvements and Evaluation of Unsupervised PCFG Induction,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1292,EMNLP2018
2531,1745,Incremental Computation of Infix Probabilities for Probabilistic Finite Automata,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1293,EMNLP2018
2532,42,Sanskrit Word Segmentation Using Character-level Recurrent and Convolutional Neural Networks,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1295,EMNLP2018
2533,1596,Neural Ranking Models for Temporal Dependency Structure Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1371,EMNLP2018
2534,862,Native Language Identification with User Generated Content,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1395,EMNLP2018
2535,1846,Variational Sequential Labelers for Semi-Supervised Sequence Labeling,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,,EMNLP2018
2536,357,Analyzing Correlated Evolution of Multiple Features Using Latent Representations,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1468,EMNLP2018
2537,217,Valency-Augmented Dependency Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1159,EMNLP2018
2538,336,Unsupervised Learning of Syntactic Structure with Invertible Neural Projections,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1160,EMNLP2018
2539,791,Dynamic Oracles for Top-Down and In-Order Shift-Reduce Constituent Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1161,EMNLP2018
2540,1147,Constituent Parsing as Sequence Labeling,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1162,EMNLP2018
2541,2217,Synthetic Data Made to Order: The Case of Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1163,EMNLP2018
2542,82,Neural Transductive Learning and Beyond: Morphological Generation in the Minimal-Resource Setting,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1363,EMNLP2018
2543,538,Implicational Universals in Stochastic Constraint-Based Phonology,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1364,EMNLP2018
2544,1533,Explaining Character-Aware Neural Networks for Word-Level Prediction: Do They Discover Linguistic Rules?,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1365,EMNLP2018
2545,1860,Adapting Word Embeddings to New Languages with Morphological and Phonological Subword Representations,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1366,EMNLP2018
2546,1420-TACL,Recurrent Neural Networks in Linguistic Theory: Revisiting Pinker and Prince (1988) and the Past Tense Debate,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.1162/tacl_a_00247,EMNLP2018
2547,1799,Targeted Syntactic Evaluation of Language Models,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1151,EMNLP2018
2548,928,A Hybrid Approach to Automatic Corpus Generation for Chinese Spelling Check,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1273,EMNLP2018
2549,225,Deconvolutional time series regression: A technique for modeling temporally diffuse effects,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1288,EMNLP2018
2550,990,Improved Dependency Parsing using Implicit Word Connections Learned from Unlabeled Data,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1311,EMNLP2018
2551,774,A Framework for Understanding the Role of Morphology in Universal Dependency Parsing,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1312,EMNLP2018
2552,1673,An Encoder-Decoder Approach to the Paradigm Cell Filling Problem,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1315,EMNLP2018
2553,1161,Imitation Learning for Neural Morphological String Transduction,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1314,EMNLP2018
2554,1002,The Lazy Encoder: A Fine-Grained Analysis of the Role of Morphology in Neural Machine Translation,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1313,EMNLP2018
2555,1376,Distant Supervision from Disparate Sources for Low-Resource Part-of-Speech Tagging,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1061,EMNLP2018
2556,657,A Neural Model of Adaptation in Reading,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1499,EMNLP2018
2557,1369,Lexicosyntactic inference in neural models,"Area D (Morphology, Syntax, Chunking, Psycholinguistics) [LONG]",,10.18653/v1/D18-1501,EMNLP2018
2558,1346-TACL,"Linear Algebraic Structure of Word Senses, with Applications to Polysemy",Area E (Semantics) [LONG],,10.1162/tacl_a_00034,EMNLP2018
2559,1050,Chargrid: Towards Understanding 2D Documents,Area E (Semantics) [LONG],,10.18653/v1/D18-1476,EMNLP2018
2560,1962,Language Modeling with Sparse Product of Sememe Experts,Area E (Semantics) [LONG],,10.18653/v1/D18-1493,EMNLP2018
2561,179,Card-660: A Reliable Evaluation Framework for Rare Word Representation Models,Area E (Semantics) [LONG],,,EMNLP2018
2562,244,Leveraging Gloss Knowledge in Neural Word Sense Disambiguation by Hierarchical Co-Attention,Area E (Semantics) [LONG],,10.18653/v1/D18-1170,EMNLP2018
2563,741,Weeding out Conventionalized Metaphors: A Corpus of Novel Metaphor Annotations,Area E (Semantics) [LONG],,10.18653/v1/D18-1171,EMNLP2018
2564,769,Streaming word similarity mining on the cheap,Area E (Semantics) [LONG],,10.18653/v1/D18-1172,EMNLP2018
2565,819,"Memory, Show the Way: Memory Based Few Shot Word Representation Learning",Area E (Semantics) [LONG],,10.18653/v1/D18-1173,EMNLP2018
2566,983,Disambiguated skip-gram model,Area E (Semantics) [LONG],,10.18653/v1/D18-1174,EMNLP2018
2567,1037,Picking Apart Story Salads,Area E (Semantics) [LONG],,10.18653/v1/D18-1175,EMNLP2018
2568,1175,Context-Attentive Embeddings for Improved Sentence Representations,Area E (Semantics) [LONG],,,EMNLP2018
2569,1470,Transfer and Multi-Task Learning for Noun–Noun Compound Interpretation,Area E (Semantics) [LONG],,10.18653/v1/D18-1178,EMNLP2018
2570,1472,Dissecting Contextual Word Embeddings: Architecture and Representation,Area E (Semantics) [LONG],,10.18653/v1/D18-1179,EMNLP2018
2571,1790,Preposition Sense Disambiguation and Representation,Area E (Semantics) [LONG],,10.18653/v1/D18-1180,EMNLP2018
2572,1870,Auto-Encoding Dictionary Definitions into Consistent Word Embeddings,Area E (Semantics) [LONG],,10.18653/v1/D18-1181,EMNLP2018
2573,2221,Spot the Odd Man Out: Exploring the Associative Power of Lexical Resources,Area E (Semantics) [LONG],,10.18653/v1/D18-1182,EMNLP2018
2574,682,Neural Multitask Learning for Simile Recognition,Area E (Semantics) [LONG],,10.18653/v1/D18-1183,EMNLP2018
2575,911,Structured Alignment Networks for Matching Sentences,Area E (Semantics) [LONG],,10.18653/v1/D18-1184,EMNLP2018
2576,1669,"Compare, Compress and Propagate: Enhancing Neural Architectures with Alignment Factorization for Natural Language Inference",Area E (Semantics) [LONG],,10.18653/v1/D18-1185,EMNLP2018
2577,1821,Convolutional Interaction Network for Natural Language Inference,Area E (Semantics) [LONG],,10.18653/v1/D18-1186,EMNLP2018
2578,1837,Lessons from Natural Language Inference in the Clinical Domain,Area E (Semantics) [LONG],,10.18653/v1/D18-1187,EMNLP2018
2579,264,Question Generation from SQL Queries Improves Neural Semantic Parsing,Area E (Semantics) [LONG],,10.18653/v1/D18-1188,EMNLP2018
2580,829,Decoupling Structure and Lexicon for Zero-Shot Semantic Parsing,Area E (Semantics) [LONG],,10.18653/v1/D18-1190,EMNLP2018
2581,1052,A Span Selection Model for Semantic Role Labeling,Area E (Semantics) [LONG],,10.18653/v1/D18-1191,EMNLP2018
2582,1100,Mapping Language to Code in Programmatic Context,Area E (Semantics) [LONG],,10.18653/v1/D18-1192,EMNLP2018
2583,1261,SyntaxSQLNet: Syntax Tree Networks for Complex and Cross Domain Text-to-SQL Task,Area E (Semantics) [LONG],,,EMNLP2018
2584,1262,Spider: A Large-Scale Complex Human-Labeled SQL Corpus for Semantic Parsing and Text-to-SQL Generation,Area E (Semantics) [LONG],,,EMNLP2018
2585,1699,Learning Semantic Parsers from Natural Language Supervision,Area E (Semantics) [LONG],,,EMNLP2018
2586,1766,DeepCx: A transition-based approach for shallow semantic parsing with complex constructional triggers,Area E (Semantics) [LONG],,10.18653/v1/D18-1196,EMNLP2018
2587,1791,What It Takes to Achieve 100% Condition Accuracy on WikiSQL,Area E (Semantics) [LONG],,10.18653/v1/D18-1197,EMNLP2018
2588,2073,Better Transition-Based AMR Parsing with Refined Search Space,Area E (Semantics) [LONG],,,EMNLP2018
2589,2179,Dependency-based Hybrid Trees for Semantic Parsing,Area E (Semantics) [LONG],,10.18653/v1/D18-1265,EMNLP2018
2590,1751,Possessors Change Over Time: A Case Study with Artworks,Area E (Semantics) [LONG],,10.18653/v1/D18-1251,EMNLP2018
2591,470,A Computational Exploration of Exaggeration,Area E (Semantics) [LONG],,10.18653/v1/D18-1367,EMNLP2018
2592,391,Learning Context-Aware Convolutional Filters for Text Processing,Area E (Semantics) [LONG],,,EMNLP2018
2593,654,Heuristically Informed Unsupervised Idiom Usage Recognition,Area E (Semantics) [LONG],,10.18653/v1/D18-1199,EMNLP2018
2594,835,Coming to Your Senses: on Controls and Evaluation Sets in Polysemy Research,Area E (Semantics) [LONG],,10.18653/v1/D18-1200,EMNLP2018
2595,1581,Predicting Semantic Relations using Global Graph Properties,Area E (Semantics) [LONG],,10.18653/v1/D18-1201,EMNLP2018
2596,1728,Learning Scalar Adjective Intensity from Paraphrases,Area E (Semantics) [LONG],,10.18653/v1/D18-1202,EMNLP2018
2597,2009,Pointwise HSIC: A Linear-Time Kernelized Co-occurrence Norm for Sparse Linguistic Expressions,Area E (Semantics) [LONG],,10.18653/v1/D18-1203,EMNLP2018
2598,1128,A Unified Syntax-aware Framework for Semantic Role Labeling,Area E (Semantics) [LONG],,10.18653/v1/D18-1262,EMNLP2018
2599,1247,Semantics as a Foreign Language,Area E (Semantics) [LONG],,10.18653/v1/D18-1263,EMNLP2018
2600,1478,An AMR Aligner Tuned by Transition-based Parser,Area E (Semantics) [LONG],,10.18653/v1/D18-1264,EMNLP2018
2601,1537,Linguistically-Informed Self-Attention for Semantic Role Labeling,Area E (Semantics) [LONG],,10.18653/v1/D18-1548,EMNLP2018
2602,2214,Policy Shaping and Generalized Update Equations for Semantic Parsing from Denotations,Area E (Semantics) [LONG],,10.18653/v1/D18-1266,EMNLP2018
2603,1172,Process Paragraph Comprehension using World Knowledge,Area E (Semantics) [LONG],,,EMNLP2018
2604,1634,Textual Analogy Parsing: What's Shared and What's Compared among Analogous Facts,Area E (Semantics) [LONG],,,EMNLP2018
2605,2020,SWAG: A Large-Scale Adversarial Dataset for Grounded Commonsense Inference,Area E (Semantics) [LONG],,10.18653/v1/D18-1009,EMNLP2018
2606,2036,TwoWingOS: Claim Entailment with Precise Evidence via a Two-Wing Optimization Strategy,Area E (Semantics) [LONG],,,EMNLP2018
2607,652,A Word-Complexity Lexicon and A Neural Readability Ranking Model for Lexical Simplification,Area E (Semantics) [LONG],,10.18653/v1/D18-1410,EMNLP2018
2608,2060,Syntactic Scaffolds for Semantic Structures,Area E (Semantics) [LONG],,10.18653/v1/D18-1412,EMNLP2018
2609,2103,Hierarchical Quantized Representations for Script Generation,Area E (Semantics) [LONG],,10.18653/v1/D18-1413,EMNLP2018
2610,2250,Semantic Role Labeling for Learner Chinese: the Importance of Syntactic Parsing and the L2-L1 Parallel Data,Area E (Semantics) [LONG],,,EMNLP2018
2611,758,Phrase-level Self-Attention Networks for Universal Sentence Encoding,Area E (Semantics) [LONG],,10.18653/v1/D18-1408,EMNLP2018
2612,2091,Quantifying Context Overlap for Training Word Embeddings,Area E (Semantics) [LONG],,10.18653/v1/D18-1057,EMNLP2018
2613,203,Neural Latent Relational Analysis to Capture Lexical Semantic Relation,Area E (Semantics) [LONG],,,EMNLP2018
2614,2267,Generalizing Word Embeddings using Bag of Subwords,Area E (Semantics) [LONG],,10.18653/v1/D18-1059,EMNLP2018
